Provider_Name,Provider_Cat,Low_Cost,Med_Cost,High_Cost,VHigh_Cost,State,Child_Pov_LVL,High_School_Grad_Perc,Med_Age,Med_Fam_Income,Med_HHold_Income,Perc_NonEnglish,Perc_Veterans,Pov_LVL,Population_Total,Perc_Pop_Under18,Perc_Pop_18_24,Perc_Pop_25_44,Perc_Pop_45_64,Perc_Pop_Over65,Male_per_100_Females_All,Male_per_100_Females_Over18,Housing_Units,Area_Total,Water_Area,Land_Area,Pop_Density,Housing_Density,Perc_White,Perc_Black,Perc_Native,Perc_Asian,Perc_Islander,Perc_Other,Perc_MultiRace,Perc_Latin,Perc_WhiteAlone
ST MARY'S OF MICHIGAN MEDICAL CENTER,Low,1,0,0,0,Michigan,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
ST MARY'S REGIONAL MEDICAL CENTER,Low,1,0,0,0,Oklahoma,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
"ST MARY'S SACRED HEART HOSPITAL, INC",Med,0,1,0,0,Georgia,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ST MARY MEDICAL CENTER,Med,0,1,0,0,California,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0
ST MARY MEDICAL CENTER,Med,0,1,0,0,California,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
ST MARY MEDICAL CENTER,Med,0,1,0,0,Illinois,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ST MARY MEDICAL CENTER INC,Low,1,0,0,0,Indiana,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ST MARY MERCY HOSPITAL,Med,0,1,0,0,Michigan,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ST MARYS  MEDICAL CENTER,Med,0,1,0,0,Colorado,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ST MARYS HOSPITAL,Med,0,1,0,0,Wisconsin,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1
ST MARYS HOSPITAL,Med,0,1,0,0,Illinois,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
ST MARYS HOSPITAL,Med,0,1,0,0,Illinois,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ST MARYS HOSPITAL MEDICAL CTR,Low,1,0,0,0,Wisconsin,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
ST MARYS JANESVILLE HOSPITAL,Low,1,0,0,0,Wisconsin,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ST MARYS REGIONAL MEDICAL CENTER,Med,0,1,0,0,Maine,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ST MARYS REGIONAL MEDICAL CENTER,Med,0,1,0,0,Arkansas,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
ST NICHOLAS HOSPITAL,Low,1,0,0,0,Wisconsin,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
ST PATRICK HOSPITAL,Low,1,0,0,0,Montana,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
ST PETER'S HOSPITAL,Med,0,1,0,0,New York,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0
ST PETER'S HOSPITAL,Med,0,1,0,0,Montana,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
ST RITA'S MEDICAL CENTER,Low,1,0,0,0,Ohio,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,Med,0,1,0,0,Nevada,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1
ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,Med,0,1,0,0,Nevada,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0
ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,Med,0,1,0,0,Nevada,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1
ST ROSE HOSPITAL,High,0,0,1,0,California,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
ST TAMMANY PARISH HOSPITAL,Low,1,0,0,0,Louisiana,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
ST VINCENT'S BIRMINGHAM,Low,1,0,0,0,Alabama,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ST VINCENT'S EAST,Low,1,0,0,0,Alabama,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ST VINCENT'S MEDICAL CENTER,High,0,0,1,0,Connecticut,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
ST VINCENT'S MEDICAL CENTER RIVERSIDE,Low,1,0,0,0,Florida,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
ST VINCENT'S MEDICAL CENTER SOUTHSIDE,Low,1,0,0,0,Florida,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
ST VINCENT'S ST CLAIR,Low,1,0,0,0,Alabama,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ST VINCENT ANDERSON REGIONAL HOSPITAL INC,Med,0,1,0,0,Indiana,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ST VINCENT CARMEL HOSPITAL INC,Low,1,0,0,0,Indiana,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
ST VINCENT CHARITY MEDICAL CENTER,High,0,0,1,0,Ohio,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
ST VINCENT FISHERS HOSPITAL INC,Low,1,0,0,0,Indiana,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
ST VINCENT HEALTHCARE,Med,0,1,0,0,Montana,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
ST VINCENT HOSPITAL,Med,0,1,0,0,Wisconsin,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
ST VINCENT HOSPITAL,Med,0,1,0,0,Massachusetts,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0
ST VINCENT KOKOMO,Low,1,0,0,0,Indiana,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
ST VINCENT MEDICAL CENTER/NORTH,Low,1,0,0,0,Arkansas,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
ST VINCENTS MEDICAL CENTER - CLAY COUNTY,Low,1,0,0,0,Florida,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,High,0,0,1,0,Arizona,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0
ST. MARY'S HOSPITAL,Low,1,0,0,0,Arizona,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0
STAMFORD HOSPITAL,High,0,0,1,0,Connecticut,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0
STANFORD HEALTH CARE,Very High,0,0,0,1,California,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
STANISLAUS SURGICAL HOSPITAL,Med,0,1,0,0,California,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
STANLY REGIONAL MEDICAL CENTER,Low,1,0,0,0,North Carolina,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
STARKE HOSPITAL,Med,0,1,0,0,Indiana,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
STARR COUNTY MEMORIAL HOSPITAL,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
STARR REGIONAL MEDICAL CENTER ATHENS,Med,0,1,0,0,Tennessee,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
STEPHENS COUNTY HOSPITAL,Med,0,1,0,0,Georgia,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
STEPHENS MEMORIAL HOSPITAL,Low,1,0,0,0,Texas,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
STERLING REGIONAL MEDCENTER,Med,0,1,0,0,Colorado,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
STERLING SURGICAL HOSPITAL,Very High,0,0,0,1,Louisiana,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
STILLWATER MEDICAL CENTER,Low,1,0,0,0,Oklahoma,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
STONEWALL JACKSON MEMORIAL HOSPITAL,Low,1,0,0,0,West Virginia,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
STORMONT-VAIL HEALTHCARE,Low,1,0,0,0,Kansas,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
STRAITH HOSPITAL FOR SPECIAL SURGERY,Low,1,0,0,0,Michigan,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
STRINGFELLOW MEMORIAL HOSPITAL,Low,1,0,0,0,Alabama,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
STRONG MEMORIAL HOSPITAL,High,0,0,1,0,New York,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
STURDY MEMORIAL HOSPITAL,Med,0,1,0,0,Massachusetts,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
STURGIS HOSPITAL,Med,0,1,0,0,Michigan,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
SUBURBAN HOSPITAL,Med,0,1,0,0,Maryland,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
SUGAR LAND SURGICAL HOSPITAL LLP,Low,1,0,0,0,Texas,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SUMMA BARBERTON HOSPITAL,Med,0,1,0,0,Ohio,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
SUMMA HEALTH SYSTEM,Med,0,1,0,0,Ohio,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
SUMMA WESTERN RESERVE HOSPITAL,Med,0,1,0,0,Ohio,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SUMMERLIN HOSPITAL MEDICAL CENTER,Med,0,1,0,0,Nevada,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0
SUMMERSVILLE REGIONAL MEDICAL CENTER,Med,0,1,0,0,West Virginia,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,High,0,0,1,0,Arizona,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
"SUMMIT SURGICAL, LLC",Low,1,0,0,0,Kansas,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SUMNER REGIONAL MEDICAL CENTER,Low,1,0,0,0,Tennessee,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SUMNER REGIONAL MEDICAL CENTER,Low,1,0,0,0,Kansas,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
SUNBURY COMMUNITY HOSPITAL,Low,1,0,0,0,Pennsylvania,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,Low,1,0,0,0,New York,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0
SUNRISE HOSPITAL AND MEDICAL CENTER,Med,0,1,0,0,Nevada,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0
SURGICAL HOSPITAL AT SOUTHWOODS,Low,1,0,0,0,Ohio,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,Low,1,0,0,0,Pennsylvania,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
SUSAN B ALLEN MEMORIAL HOSPITAL,Low,1,0,0,0,Kansas,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SUTTER AMADOR HOSPITAL,High,0,0,1,0,California,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
SUTTER AUBURN FAITH HOSPITAL,Med,0,1,0,0,California,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SUTTER COAST HOSPITAL,High,0,0,1,0,California,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0
SUTTER DAVIS HOSPITAL,High,0,0,1,0,California,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
SUTTER DELTA MEDICAL CENTER,High,0,0,1,0,California,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0
SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,High,0,0,1,0,California,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1
"SUTTER MEDICAL CENTER, SACRAMENTO",High,0,0,1,0,California,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0
SUTTER ROSEVILLE MEDICAL CENTER,Med,0,1,0,0,California,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
SUTTER SANTA ROSA REGIONAL HOSPITAL,Very High,0,0,0,1,California,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0
SUTTER SOLANO MEDICAL CENTER,High,0,0,1,0,California,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,Med,0,1,0,0,California,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0
SUTTER TRACY COMMUNITY HOSPITAL,Med,0,1,0,0,California,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
SWEDISH AMERICAN HOSPITAL,Med,0,1,0,0,Illinois,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
SWEDISH COVENANT HOSPITAL,Med,0,1,0,0,Illinois,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0
SWEDISH EDMONDS HOSPITAL,Med,0,1,0,0,Washington,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
SWEDISH ISSAQUAH,Med,0,1,0,0,Washington,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
SWEDISH MEDICAL CENTER,Med,0,1,0,0,Washington,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1
SWEDISH MEDICAL CENTER,Med,0,1,0,0,Colorado,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1
SWEDISH MEDICAL CENTER / CHERRY HILL,High,0,0,1,0,Washington,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1
SWEETWATER HOSPITAL ASSOCIATION,Low,1,0,0,0,Tennessee,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SYCAMORE MEDICAL CENTER,Med,0,1,0,0,Ohio,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SYCAMORE SHOALS HOSPITAL,Low,1,0,0,0,Tennessee,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
T J SAMSON COMMUNITY HOSPITAL,Low,1,0,0,0,Kentucky,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
TACOMA GENERAL ALLENMORE HOSPITAL,Med,0,1,0,0,Washington,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0
TAKOMA REGIONAL HOSPITAL,Low,1,0,0,0,Tennessee,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TALLAHASSEE MEMORIAL HOSPITAL,Med,0,1,0,0,Florida,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TAMPA COMMUNITY HOSPITAL,Med,0,1,0,0,Florida,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0
TAMPA GENERAL HOSPITAL,High,0,0,1,0,Florida,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0
TANNER MEDICAL CENTER - CARROLLTON,Low,1,0,0,0,Georgia,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TANNER MEDICAL CENTER VILLA RICA,Med,0,1,0,0,Georgia,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TAWAS ST JOSEPH HOSPITAL,Med,0,1,0,0,Michigan,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TAYLOR REGIONAL HOSPITAL,Low,1,0,0,0,Kentucky,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TAYLOR REGIONAL HOSPITAL,Low,1,0,0,0,Georgia,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TECHE REGIONAL MEDICAL CENTER,High,0,0,1,0,Louisiana,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TEMECULA VALLEY HOSPITAL,Med,0,1,0,0,California,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0
TEMPLE UNIVERSITY HOSPITAL,Very High,0,0,0,1,Pennsylvania,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
TENNOVA HEALTHCARE,Low,1,0,0,0,Tennessee,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
TENNOVA HEALTHCARE-CLEVELAND,Low,1,0,0,0,Tennessee,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TENNOVA HEALTHCARE-DYERSBURG REGIONAL,Low,1,0,0,0,Tennessee,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,Low,1,0,0,0,Tennessee,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,Low,1,0,0,0,Tennessee,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TENNOVA HEALTHCARE-MCNAIRY REGIONAL,Med,0,1,0,0,Tennessee,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,Low,1,0,0,0,Tennessee,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TENNOVA HEALTHCARE-REGIONAL JACKSON,Low,1,0,0,0,Tennessee,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TENNOVA HEALTHCARE-VOLUNTEER MARTIN,Low,1,0,0,0,Tennessee,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
TERRE HAUTE REGIONAL HOSPITAL,Low,1,0,0,0,Indiana,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TERREBONNE GENERAL MEDICAL CENTER,Med,0,1,0,0,Louisiana,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
TEXAS COUNTY MEMORIAL HOSPITAL,Med,0,1,0,0,Missouri,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,Med,0,1,0,0,Texas,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,Med,0,1,0,0,Texas,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
TEXAS HEALTH HARRIS METHODIST FORT WORTH,Med,0,1,0,0,Texas,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0
TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,Low,1,0,0,0,Texas,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0
TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,Low,1,0,0,0,Texas,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,Med,0,1,0,0,Texas,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,Med,0,1,0,0,Texas,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,Med,0,1,0,0,Texas,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0
